,S11,S12,S13,S14,S21,S22,S23,S24,S31,S32,S33,S34,S41,S42,S43,S44,wavelength
147,(-4.531269754948973e-05-0.00022818430320966783j),(-0.00020567453091802386-0.00014556465724956656j),(-0.06555103236843629-0.03939579613902976j),(0.9434684000532458+0.32228083289408116j),(-0.00020606106378298343-0.00014349200382637647j),(0.000951490629362785-0.0003985547527420885j),(0.7256520700680499+0.6815068422342717j),(0.06555585722131568+0.039395876986446185j),(0.06555585722131568+0.039395876986446185j),(0.7256520700680499+0.6815068422342717j),(0.000951490629362785-0.0003985547527420885j),(-0.00020606106378298343-0.00014349200382637647j),(0.9434684000532458+0.32228083289408116j),(-0.06555103236843629-0.03939579613902976j),(-0.00020567453091802386-0.00014556465724956656j),(-4.531269754948973e-05-0.00022818430320966783j),1.5258785942492012
148,(-5.2725690585883686e-05-0.0002583731632135485j),(-0.0001279439499393451-0.0002058332883297716j),(-0.0567658901869845-0.05082448842624178j),(0.886621962749149+0.4565514484473652j),(-0.0001284216451969683-0.0002038944662590485j),(0.002097296956023165-0.0010748109232400149j),(0.5505690162077383+0.828853567611211j),(0.05676388964821632+0.05083170114130087j),(0.05676388964821632+0.05083170114130087j),(0.5505690162077383+0.828853567611211j),(0.002097296956023165-0.0010748109232400149j),(-0.0001284216451969683-0.0002038944662590485j),(0.886621962749149+0.4565514484473652j),(-0.0567658901869845-0.05082448842624178j),(-0.0001279439499393451-0.0002058332883297716j),(-5.2725690585883686e-05-0.0002583731632135485j),1.5253912488022998
149,(0.0001024329519511225-0.0002466858528551533j),(-3.4463935775057186e-05-0.0002309582928226932j),(-0.046137698907786254-0.06039181297647638j),(0.809916844119912+0.5811821312184228j),(-3.517670673243132e-05-0.00022907700695494812j),(0.0034911535495799244-0.0009980418180827104j),(0.3471172011362169+0.9331323333399982j),(0.046142171827631036+0.060401036268903065j),(0.046142171827631036+0.060401036268903065j),(0.3471172011362169+0.9331323333399982j),(0.0034911535495799244-0.0009980418180827104j),(-3.517670673243132e-05-0.00022907700695494812j),(0.809916844119912+0.5811821312184228j),(-0.046137698907786254-0.06039181297647638j),(-3.4463935775057186e-05-0.0002309582928226932j),(0.0001024329519511225-0.0002466858528551533j),1.5249042145593872
150,(0.00016538289847269595-0.0003213497633999753j),(5.8787653571517074e-05-0.00021805870710093876j),(-0.03387922812302985-0.06768727314168783j),(0.7164692259325869+0.693775332339665j),(5.801330212721767e-05-0.00021618945762653897j),(0.004739277995861907-0.0004848282693079476j),(0.12526376863412236+0.9872688701929888j),(0.033879374674839736+0.06768984978393798j),(0.033879374674839736+0.06768984978393798j),(0.12526376863412236+0.9872688701929888j),(0.004739277995861907-0.0004848282693079476j),(5.801330212721767e-05-0.00021618945762653897j),(0.7164692259325869+0.693775332339665j),(-0.03387922812302985-0.06768727314168783j),(5.8787653571517074e-05-0.00021805870710093876j),(0.00016538289847269595-0.0003213497633999753j),1.5244174912224706
151,(0.00020863944469926878-0.00021923889424735264j),(0.0001380853051793082-0.00016997028868931751j),(-0.020499705184452814-0.07264904238379004j),(0.6074299108954337+0.7906680140367859j),(0.0001371682723380987-0.0001682746198404325j),(0.005471052252929935+0.0006249908938137071j),(-0.10380758488236815+0.9900215987863126j),(0.020494436028971608+0.07265751989261898j),(0.020494436028971608+0.07265751989261898j),(-0.10380758488236815+0.9900215987863126j),(0.005471052252929935+0.0006249908938137071j),(0.0001371682723380987-0.0001682746198404325j),(0.6074299108954337+0.7906680140367859j),(-0.020499705184452814-0.07264904238379004j),(0.0001380853051793082-0.00016997028868931751j),(0.00020863944469926878-0.00021923889424735264j),1.5239310784939375
152,(0.00035439733821464726-0.0001897408871360264j),(0.0001911530993728297-9.638036240268452e-05j),(-0.006558296244091836-0.07494057395524734j),(0.48487355168659696+0.8712624319450565j),(0.00019008283672381954-9.474853177404224e-05j),(0.005818837234908509+0.002001387131403282j),(-0.3265235408398395+0.9404167289762937j),(0.006558180258895702+0.07494884694208453j),(0.006558180258895702+0.07494884694208453j),(-0.3265235408398395+0.9404167289762937j),(0.005818837234908509+0.002001387131403282j),(0.00019008283672381954-9.474853177404224e-05j),(0.48487355168659696+0.8712624319450565j),(-0.006558296244091836-0.07494057395524734j),(0.0001911530993728297-9.638036240268452e-05j),(0.00035439733821464726-0.0001897408871360264j),1.5234449760765552
153,(0.00033686967325812303-0.00017160931710717199j),(0.00020983381293264674-8.97780113038255e-06j),(0.007630010494105262-0.07456882475150524j),(0.3526636212063489+0.9329367401983534j),(0.00020873351246234514-7.485045189556439e-06j),(0.00544633158941707+0.0032425892586118096j),(-0.5327740786832252+0.8406273233513232j),(-0.007635706312954553+0.07456990779964717j),(-0.007635706312954553+0.07456990779964717j),(-0.5327740786832252+0.8406273233513232j),(0.00544633158941707+0.0032425892586118096j),(0.00020873351246234514-7.485045189556439e-06j),(0.3526636212063489+0.9329367401983534j),(0.007630010494105262-0.07456882475150524j),(0.00020983381293264674-8.97780113038255e-06j),(0.00033686967325812303-0.00017160931710717199j),1.5229591836734695
154,(0.0004048827804954177+1.939121466308475e-05j),(0.00019302133535363308+7.763922092062888e-05j),(0.021381884592031192-0.07164003682640538j),(0.21218467358021995+0.9740840590228392j),(0.00019178235696977667+7.896952004908608e-05j),(0.004528118388870915+0.004386637326125188j),(-0.7107622833108176+0.6973611963902102j),(-0.02138905278078391+0.07164465016530616j),(-0.02138905278078391+0.07164465016530616j),(-0.7107622833108176+0.6973611963902102j),(0.004528118388870915+0.004386637326125188j),(0.00019178235696977667+7.896952004908608e-05j),(0.21218467358021995+0.9740840590228392j),(0.021381884592031192-0.07164003682640538j),(0.00019302133535363308+7.763922092062888e-05j),(0.0004048827804954177+1.939121466308475e-05j),1.5224737009882054
155,(0.00041676534846327737+3.589248058009373e-05j),(0.0001434831111106011+0.0001490761158833252j),(0.034290478015295965-0.06609074796255435j),(0.06729305597430352+0.9951468946756192j),(0.0001422158190387539+0.0001503171300151599j),(0.003376019843750023+0.004949245528013987j),(-0.8507227508672869+0.5164655386392848j),(-0.03429299992972543+0.06609566946068876j),(-0.03429299992972543+0.06609566946068876j),(-0.8507227508672869+0.5164655386392848j),(0.003376019843750023+0.004949245528013987j),(0.0001422158190387539+0.0001503171300151599j),(0.06729305597430352+0.9951468946756192j),(0.034290478015295965-0.06609074796255435j),(0.0001434831111106011+0.0001490761158833252j),(0.00041676534846327737+3.589248058009373e-05j),1.5219885277246656
156,(0.0003053042768949283+0.00014368258399864248j),(7.015113849603257e-05+0.00019507275255397388j),(0.04598009769163631-0.05831973524042317j),(-0.0786138315099845+0.9940520977247396j),(6.886997761042465e-05+0.0001960878234610696j),(0.0019241714895948117+0.004924940925295447j),(-0.9467299854380807+0.30847797179455994j),(-0.045986207642412125+0.0583182729337514j),(-0.045986207642412125+0.0583182729337514j),(-0.9467299854380807+0.30847797179455994j),(0.0019241714895948117+0.004924940925295447j),(6.886997761042465e-05+0.0001960878234610696j),(-0.0786138315099845+0.9940520977247396j),(0.04598009769163631-0.05831973524042317j),(7.015113849603257e-05+0.00019507275255397388j),(0.0003053042768949283+0.00014368258399864248j),1.5215036635871302
157,(0.0003207312015993153+0.00024517577043935607j),(-1.4224107579919609e-05+0.0002078991977498063j),(0.0558580282191913-0.04853509791697877j),(-0.22369331390659788+0.9717538848240537j),(-1.5585783644443086e-05+0.0002088087095972885j),(0.0007216672409623815+0.004457624574107818j),(-0.9919009338700111+0.08469687836808844j),(-0.055867551099287906+0.048537461801971465j),(-0.055867551099287906+0.048537461801971465j),(-0.9919009338700111+0.08469687836808844j),(0.0007216672409623815+0.004457624574107818j),(-1.5585783644443086e-05+0.0002088087095972885j),(-0.22369331390659788+0.9717538848240537j),(0.0558580282191913-0.04853509791697877j),(-1.4224107579919609e-05+0.0002078991977498063j),(0.0003207312015993153+0.00024517577043935607j),1.5210191082802547
158,(0.00022035708858768232+0.000213735507796955j),(-9.68441752057055e-05+0.00018631284809301894j),(0.06377823600743744-0.037018677053398355j),(-0.36323263253060284+0.929000931798628j),(-9.8113818930943e-05+0.00018709627387032758j),(-9.991663542903613e-05+0.0033609031886766044j),(-0.9849045974502557-0.1445954183107406j),(-0.06378153679448516+0.037019650664252716j),(-0.06378153679448516+0.037019650664252716j),(-0.9849045974502557-0.1445954183107406j),(-9.991663542903613e-05+0.0033609031886766044j),(-9.8113818930943e-05+0.00018709627387032758j),(-0.36323263253060284+0.929000931798628j),(0.06377823600743744-0.037018677053398355j),(-9.68441752057055e-05+0.00018631284809301894j),(0.00022035708858768232+0.000213735507796955j),1.5205348615090735
159,(9.814403809671484e-05+0.0003080301922537929j),(-0.00016368962780779402+0.00013485240546832537j),(0.0693904203275751-0.02438208538106938j),(-0.495155153406123+0.8653780885898286j),(-0.00016495416245922682+0.0001353957399835598j),(-0.0005269175263580001+0.00213258807344792j),(-0.9264356905484119-0.3653872083524329j),(-0.06939695305232421+0.024376147896897696j),(-0.06939695305232421+0.024376147896897696j),(-0.9264356905484119-0.3653872083524329j),(-0.0005269175263580001+0.00213258807344792j),(-0.00016495416245922682+0.0001353957399835598j),(-0.495155153406123+0.8653780885898286j),(0.0693904203275751-0.02438208538106938j),(-0.00016368962780779402+0.00013485240546832537j),(9.814403809671484e-05+0.0003080301922537929j),1.5200509229789945
160,(8.827716873329645e-05+0.0002770518062957931j),(-0.00020461447810547645+6.114914784649116e-05j),(0.0724301445766625-0.010881597161591315j),(-0.616917088478075+0.7838594798402512j),(-0.00020587563337103677+6.168156612140822e-05j),(-0.00020325420849722617+0.0009135384917859904j),(-0.817934171453165-0.5671258117276554j),(-0.0724388522541929+0.010880701096895177j),(-0.0724388522541929+0.010880701096895177j),(-0.817934171453165-0.5671258117276554j),(-0.00020325420849722617+0.0009135384917859904j),(-0.00020587563337103677+6.168156612140822e-05j),(-0.616917088478075+0.7838594798402512j),(0.0724301445766625-0.010881597161591315j),(-0.00020461447810547645+6.114914784649116e-05j),(8.827716873329645e-05+0.0002770518062957931j),1.5195672923958001
161,(-6.638827617175697e-05+0.0002071269024107627j),(-0.00021416593475476499-2.187850765993163e-05j),(0.07300565119223074+0.002917423422368705j),(-0.7245245056689711+0.6852724243114259j),(-0.0002152369097814668-2.150600469761507e-05j),(0.0005262218152593394-0.00018970614167377491j),(-0.6671016356964112-0.7395387029735667j),(-0.07300653456173524-0.0029201966782196106j),(-0.07300653456173524-0.0029201966782196106j),(-0.6671016356964112-0.7395387029735667j),(0.0005262218152593394-0.00018970614167377491j),(-0.0002152369097814668-2.150600469761507e-05j),(-0.7245245056689711+0.6852724243114259j),(0.07300565119223074+0.002917423422368705j),(-0.00021416593475476499-2.187850765993163e-05j),(-6.638827617175697e-05+0.0002071269024107627j),1.519083969465649
162,(-0.00011039403677001702+0.000229529330850614j),(-0.00019032009487677964-0.00010133788882750804j),(0.07091089286626957+0.01643791457564962j),(-0.8172885358996627+0.5714052085650315j),(-0.0001914242439795383-0.0001010850309091293j),(0.0016120522920182263-0.0006720586568300234j),(-0.4807922195197335-0.871757380709606j),(-0.0709160344081786-0.016447267785204656j),(-0.0709160344081786-0.016447267785204656j),(-0.4807922195197335-0.871757380709606j),(0.0016120522920182263-0.0006720586568300234j),(-0.0001914242439795383-0.0001010850309091293j),(-0.8172885358996627+0.5714052085650315j),(0.07091089286626957+0.01643791457564962j),(-0.00019032009487677964-0.00010133788882750804j),(-0.00011039403677001702+0.000229529330850614j),1.5186009538950718
163,(-0.00011960605885068158+8.25924035020647e-05j),(-0.00013837223784385236-0.00016540796253996937j),(0.06631659820833175+0.029410170600826083j),(-0.8922940831637823+0.4461093429631876j),(-0.00013935541093311853-0.00016515336713183459j),(0.0029601320780583773-0.0007105674222442403j),(-0.2683516786311759-0.9588229368992449j),(-0.06632253339506222-0.029412495115286284j),(-0.06632253339506222-0.029412495115286284j),(-0.2683516786311759-0.9588229368992449j),(0.0029601320780583773-0.0007105674222442403j),(-0.00013935541093311853-0.00016515336713183459j),(-0.8922940831637823+0.4461093429631876j),(0.06631659820833175+0.029410170600826083j),(-0.00013837223784385236-0.00016540796253996937j),(-0.00011960605885068158+8.25924035020647e-05j),1.5181182453909727
164,(-0.00022050600281694438+2.0995474553825077e-05j),(-6.679349516899917e-05-0.00020357852277748097j),(0.059494693979553294+0.04117536221744363j),(-0.9475489349220264+0.3104410306177366j),(-6.76145171320415e-05-0.00020343704344324244j),(0.004021832683270638-0.0002026012949833697j),(-0.0428459803965192-0.9950576488260979j),(-0.05949177593294427-0.04118116185485772j),(-0.05949177593294427-0.04118116185485772j),(-0.0428459803965192-0.9950576488260979j),(0.004021832683270638-0.0002026012949833697j),(-6.76145171320415e-05-0.00020343704344324244j),(-0.9475489349220264+0.3104410306177366j),(0.059494693979553294+0.04117536221744363j),(-6.679349516899917e-05-0.00020357852277748097j),(-0.00022050600281694438+2.0995474553825077e-05j),1.5176358436606294
165,(-0.00014336261442193625-2.813569687516456e-05j),(1.349405921697128e-05-0.0002114089880644622j),(0.0504882741274326+0.05139908368510182j),(-0.9833004637883153+0.16820397994956088j),(1.2674698977642264e-05-0.0002112818281423996j),(0.004857419024497714+0.0008870989177806888j),(0.18584855763271899-0.9779189360635352j),(-0.05049139754774204-0.05140998591773208j),(-0.05049139754774204-0.05140998591773208j),(0.18584855763271899-0.9779189360635352j),(0.004857419024497714+0.0008870989177806888j),(1.2674698977642264e-05-0.0002112818281423996j),(-0.9833004637883153+0.16820397994956088j),(0.0504882741274326+0.05139908368510182j),(1.349405921697128e-05-0.0002114089880644622j),(-0.00014336261442193625-2.813569687516456e-05j),1.5171537484116902
166,(-0.00013409449825463993-0.000189113102618449j),(8.88523889274434e-05-0.00018842759516892756j),(0.03983268540101014+0.059830437374950834j),(-0.9971208448557688+0.022885150507462478j),(8.817827499191323e-05-0.0001882699278146188j),(0.005209777111877831+0.0020776946425461735j),(0.40466383753773466-0.9102142000743085j),(-0.039834052289340754-0.05983264161230698j),(-0.039834052289340754-0.05983264161230698j),(0.40466383753773466-0.9102142000743085j),(0.005209777111877831+0.0020776946425461735j),(8.817827499191323e-05-0.0001882699278146188j),(-0.9971208448557688+0.022885150507462478j),(0.03983268540101014+0.059830437374950834j),(8.88523889274434e-05-0.00018842759516892756j),(-0.00013409449825463993-0.000189113102618449j),1.5166719593521751
167,(-0.00011793719397047538-0.00018519276143552762j),(0.00014865172518438362-0.00013867090255448343j),(0.02784749505660978+0.06596622181924211j),(-0.9895630911084021-0.12387047766937424j),(0.0001480610994645972-0.00013857590421164427j),(0.004867880644747473+0.0034074181647882986j),(0.6013083951301356-0.7935013889485172j),(-0.027840323891789826-0.0659737058634253j),(-0.027840323891789826-0.0659737058634253j),(0.6013083951301356-0.7935013889485172j),(0.004867880644747473+0.0034074181647882986j),(0.0001480610994645972-0.00013857590421164427j),(-0.9895630911084021-0.12387047766937424j),(0.02784749505660978+0.06596622181924211j),(0.00014865172518438362-0.00013867090255448343j),(-0.00011793719397047538-0.00018519276143552762j),1.516190476190476
168,(3.506805782969026e-05-0.0002551347722215622j),(0.00018420923779156626-7.170484542896467e-05j),(0.014857058564046734+0.06980250711452957j),(-0.9612485510924834-0.2672371260339771j),(0.00018365679218760935-7.155996020064455e-05j),(0.004178016887753822+0.004544065144272055j),(0.7673068568680007-0.6347957188656962j),(-0.014857564291003272-0.06981204678463503j),(-0.014857564291003272-0.06981204678463503j),(0.7673068568680007-0.6347957188656962j),(0.004178016887753822+0.004544065144272055j),(0.00018365679218760935-7.155996020064455e-05j),(-0.9612485510924834-0.2672371260339771j),(0.014857058564046734+0.06980250711452957j),(0.00018420923779156626-7.170484542896467e-05j),(3.506805782969026e-05-0.0002551347722215622j),1.515709298635354
169,(4.8592597951660705e-05-0.00031760279064260304j),(0.00019041525502727467+2.1088228717161563e-06j),(0.0015457764393890041+0.07115757508316106j),(-0.9112699020540621-0.4049583914605283j),(0.00019001585168668684+2.281896367679797e-06j),(0.0030068209150693782+0.005146460928552147j),(0.8919328658869758-0.44328520119110904j),(-0.0015420242813418688-0.07115765171219401j),(-0.0015420242813418688-0.07115765171219401j),(0.8919328658869758-0.44328520119110904j),(0.0030068209150693782+0.005146460928552147j),(0.00019001585168668684+2.281896367679797e-06j),(-0.9112699020540621-0.4049583914605283j),(0.0015457764393890041+0.07115757508316106j),(0.00019041525502727467+2.1088228717161563e-06j),(4.8592597951660705e-05-0.00031760279064260304j),1.5152284263959392
170,(0.00015792534734083839-0.00023330142224572314j),(0.00016867034619896486+7.087871686755148e-05j),(-0.011806501178192017+0.06988527853399096j),(-0.842349525245731-0.5345505996942422j),(0.00016827529730863185+7.10777620812527e-05j),(0.0016445147176908758+0.005408072295910179j),(0.9693271101006502-0.22718516038673625j),(0.01181665482308491-0.06989221496600528j),(0.01181665482308491-0.06989221496600528j),(0.9693271101006502-0.22718516038673625j),(0.0016445147176908758+0.005408072295910179j),(0.00016827529730863185+7.10777620812527e-05j),(-0.842349525245731-0.5345505996942422j),(-0.011806501178192017+0.06988527853399096j),(0.00016867034619896486+7.087871686755148e-05j),(0.00015792534734083839-0.00023330142224572314j),1.514747859181732
171,(0.000280197301390581-0.0002728555625937019j),(0.00012307098857277168+0.00012356423275456386j),(-0.02467426139901992+0.06626393129739941j),(-0.7551719138616276-0.6517072025169918j),(0.00012273259433822804+0.00012387931136153367j),(0.0004738531244502043+0.005029383989358093j),(0.9962186811474837+0.00025233307115310824j),(0.02467562107852719-0.06626939162459528j),(0.02467562107852719-0.06626939162459528j),(0.9962186811474837+0.00025233307115310824j),(0.0004738531244502043+0.005029383989358093j),(0.00012273259433822804+0.00012387931136153367j),(-0.7551719138616276-0.6517072025169918j),(-0.02467426139901992+0.06626393129739941j),(0.00012307098857277168+0.00012356423275456386j),(0.000280197301390581-0.0002728555625937019j),1.5142675967026002
172,(0.00026853982250137147-0.00019663728243439965j),(6.217757481607745e-05+0.0001536408165738044j),(-0.03648655335719123+0.06024937204602681j),(-0.6510861544516646-0.755505568058793j),(6.191550778104663e-05+0.0001539358078794132j),(-0.0005967036266806538+0.004183788088911349j),(0.9693166434410353+0.22764221288493072j),(0.03649425304091304-0.06024622273650181j),(0.03649425304091304-0.06024622273650181j),(0.9693166434410353+0.22764221288493072j),(-0.0005967036266806538+0.004183788088911349j),(6.191550778104663e-05+0.0001539358078794132j),(-0.6510861544516646-0.755505568058793j),(-0.03648655335719123+0.06024937204602681j),(6.217757481607745e-05+0.0001536408165738044j),(0.00026853982250137147-0.00019663728243439965j),1.5137876386687799
173,(0.00038678585844076753-8.231624015270941e-05j),(-2.7503397075452905e-06+0.00015683233199689637j),(-0.047044817325207294+0.05211561159368298j),(-0.5338529855054469-0.8429649945395699j),(-3.07174635580788e-06+0.0001572362169865426j),(-0.0011308322065117227+0.0031918871213180637j),(0.8917461394504735+0.44377303821257763j),(0.04705551675413537-0.05212024824774013j),(0.04705551675413537-0.05212024824774013j),(0.8917461394504735+0.44377303821257763j),(-0.0011308322065117227+0.0031918871213180637j),(-3.07174635580788e-06+0.0001572362169865426j),(-0.5338529855054469-0.8429649945395699j),(-0.047044817325207294+0.05211561159368298j),(-2.7503397075452905e-06+0.00015683233199689637j),(0.00038678585844076753-8.231624015270941e-05j),1.5133079847908746
174,(0.00038826931799637034-7.792238111800829e-05j),(-6.191325447679607e-05+0.00013438650571589815j),(-0.05580311189388537+0.04228370834754333j),(-0.4044111412565516-0.9116237597634458j),(-6.21399405425581e-05+0.00013488037335369722j),(-0.0011631887076120706+0.001955664735202745j),(0.7669990413744135+0.6354418905541357j),(0.05580510466176851-0.0422836353489942j),(0.05580510466176851-0.0422836353489942j),(0.7669990413744135+0.6354418905541357j),(-0.0011631887076120706+0.001955664735202745j),(-6.21399405425581e-05+0.00013488037335369722j),(-0.4044111412565516-0.9116237597634458j),(-0.05580311189388537+0.04228370834754333j),(-6.191325447679607e-05+0.00013438650571589815j),(0.00038826931799637034-7.792238111800829e-05j),1.5128286347798543
175,(0.00034200504726359017+7.906882226311234e-05j),(-0.0001051528916901747+9.21624144170283e-05j),(-0.06250246702406183+0.03090374884935952j),(-0.26625775986851363-0.9615136616609872j),(-0.00010541377343123906+9.262234056956229e-05j),(-0.0008720538783450106+0.0009644565867532427j),(0.6008818437017469+0.7941122336975114j),(0.06251184486260379-0.030897311956183865j),(0.06251184486260379-0.030897311956183865j),(0.6008818437017469+0.7941122336975114j),(-0.0008720538783450106+0.0009644565867532427j),(-0.00010541377343123906+9.262234056956229e-05j),(-0.26625775986851363-0.9615136616609872j),(-0.06250246702406183+0.03090374884935952j),(-0.0001051528916901747+9.21624144170283e-05j),(0.00034200504726359017+7.906882226311234e-05j),1.512349588347055
176,(0.0003905054309364174+0.00013995993523776692j),(-0.0001263041339122964+3.7479417808163465e-05j),(-0.0670364679955041+0.018562244254248815j),(-0.12295544884846389-0.9900033340879444j),(-0.0001265818709522815+3.8096016511609235e-05j),(-6.75609919070766e-05+0.00029717717829899j),(0.40384001475641385+0.9107633757847183j),(0.06704503648943932-0.018563536291252573j),(0.06704503648943932-0.018563536291252573j),(0.40384001475641385+0.9107633757847183j),(-6.75609919070766e-05+0.00029717717829899j),(-0.0001265818709522815+3.8096016511609235e-05j),(-0.12295544884846389-0.9900033340879444j),(-0.0670364679955041+0.018562244254248815j),(-0.0001263041339122964+3.7479417808163465e-05j),(0.0003905054309364174+0.00013995993523776692j),1.5118708452041787
177,(0.0002662719777019619+0.00016472415251563913j),(-0.00012368859560961087-1.8746159874941238e-05j),(-0.06905480793368635+0.00566596185516455j),(0.023904633019284617-0.9971304444431975j),(-0.00012389301237843075-1.8064819554973065e-05j),(0.0007953027572637164-8.679768127052787e-05j),(0.18473978472397384+0.978498327806801j),(0.06905598430007859-0.005660486466528913j),(0.06905598430007859-0.005660486466528913j),(0.18473978472397384+0.978498327806801j),(0.0007953027572637164-8.679768127052787e-05j),(-0.00012389301237843075-1.8064819554973065e-05j),(0.023904633019284617-0.9971304444431975j),(-0.06905480793368635+0.00566596185516455j),(-0.00012368859560961087-1.8746159874941238e-05j),(0.0002662719777019619+0.00016472415251563913j),1.5113924050632912
178,(0.00021372819985197123+0.00029183223692245134j),(-9.826810248160225e-05-6.671335284108497e-05j),(-0.06866964064879026-0.007440009379701876j),(0.1696358119309844-0.9833382636699123j),(-9.856425909409504e-05-6.599518798372716e-05j),(0.0016015181298031402+0.0001212954922909451j),(-0.04417478712152751+0.995288099962008j),(0.06867784170612046+0.00744876102271633j),(0.06867784170612046+0.00744876102271633j),(-0.04417478712152751+0.995288099962008j),(0.0016015181298031402+0.0001212954922909451j),(-9.856425909409504e-05-6.599518798372716e-05j),(0.1696358119309844-0.9833382636699123j),(-0.06866964064879026-0.007440009379701876j),(-9.826810248160225e-05-6.671335284108497e-05j),(0.00021372819985197123+0.00029183223692245134j),1.510914267636824
179,(0.00017369784868800198+0.0002449170074773144j),(-5.650362764978144e-05-9.903621542771457e-05j),(-0.06587274687060171-0.02009176889988524j),(0.3117258619578263-0.9474376836510658j),(-5.68637271192046e-05-9.81230206227501e-05j),(0.0023278309275971886+0.0005712791149752946j),(-0.2701585100989802+0.9586573163691848j),(0.06587708154223625+0.020093799023887183j),(0.06587708154223625+0.020093799023887183j),(-0.2701585100989802+0.9586573163691848j),(0.0023278309275971886+0.0005712791149752946j),(-5.68637271192046e-05-9.81230206227501e-05j),(0.3117258619578263-0.9474376836510658j),(-0.06587274687060171-0.02009176889988524j),(-5.650362764978144e-05-9.903621542771457e-05j),(0.00017369784868800198+0.0002449170074773144j),1.5104364326375712
180,(8.140982532646479e-06+0.0002602905209483985j),(-6.8225261471937e-06-0.00010962169374540293j),(-0.06066715064272046-0.03200733625095123j),(0.44770289031271954-0.8916674483826939j),(-7.192289402141813e-06-0.0001087287436538695j),(0.002554243721329506+0.0012017601484892672j),(-0.48274824461536536+0.8712491431921366j),(0.06066609345589872+0.032016258991754455j),(0.06066609345589872+0.032016258991754455j),(-0.48274824461536536+0.8712491431921366j),(0.002554243721329506+0.0012017601484892672j),(-7.192289402141813e-06-0.0001087287436538695j),(0.44770289031271954-0.8916674483826939j),(-0.06066715064272046-0.03200733625095123j),(-6.8225261471937e-06-0.00010962169374540293j),(8.140982532646479e-06+0.0002602905209483985j),1.5099588997786915
181,(-2.748432026612454e-06+0.00027374465996710947j),(4.193785465020465e-05-9.830109021964106e-05j),(-0.05344589776653776-0.04272988948302976j),(0.5731689194159064-0.8166296795696797j),(4.141597932261094e-05-9.731623442984564e-05j),(0.002504008730808686+0.0019996036090740477j),(-0.6690572843654295+0.7382245064616383j),(0.053450468652818016+0.042739366109634594j),(0.053450468652818016+0.042739366109634594j),(-0.6690572843654295+0.7382245064616383j),(0.002504008730808686+0.0019996036090740477j),(4.141597932261094e-05-9.731623442984564e-05j),(0.5731689194159064-0.8166296795696797j),(-0.05344589776653776-0.04272988948302976j),(4.193785465020465e-05-9.830109021964106e-05j),(-2.748432026612454e-06+0.00027374465996710947j),1.5094816687737047
182,(-8.839201986104674e-05+0.00014130699486913622j),(7.973695412755128e-05-6.798973767107535e-05j),(-0.044314471829941464-0.051780227218884985j),(0.686860349714557-0.7233403303189878j),(7.915563177677992e-05-6.688017165499118e-05j),(0.0021365482050926783+0.0024738598228093533j),(-0.8200108940208459+0.5651008213372201j),(0.044313887459437075+0.051784174188080866j),(0.044313887459437075+0.051784174188080866j),(-0.8200108940208459+0.5651008213372201j),(0.0021365482050926783+0.0024738598228093533j),(7.915563177677992e-05-6.688017165499118e-05j),(0.686860349714557-0.7233403303189878j),(-0.044314471829941464-0.051780227218884985j),(7.973695412755128e-05-6.798973767107535e-05j),(-8.839201986104674e-05+0.00014130699486913622j),1.5090047393364927
183,(-0.00017948121296406652+0.00013928930526895845j),(0.00010037078447781637-2.4297472700981037e-05j),(-0.03365116373648202-0.05903664696174344j),(0.7857153558824351-0.6152307285181401j),(9.965955174197104e-05-2.32545079727e-05j),(0.0014079228909726668+0.0027633402923060188j),(-0.9280724595315065+0.3627398025435622j),(0.033646667350387585+0.05904614975346082j),(0.033646667350387585+0.05904614975346082j),(-0.9280724595315065+0.3627398025435622j),(0.0014079228909726668+0.0027633402923060188j),(9.965955174197104e-05-2.32545079727e-05j),(0.7857153558824351-0.6152307285181401j),(-0.03365116373648202-0.05903664696174344j),(0.00010037078447781637-2.4297472700981037e-05j),(-0.00017948121296406652+0.00013928930526895845j),1.5085281111813014
184,(-0.00012365237544962983+4.0158881549606666e-05j),(0.00010024754667793345+2.3000303213594617e-05j),(-0.02194600442079926-0.06408813999602202j),(0.8670108617480293-0.4932355038596719j),(9.939162921428804e-05+2.4163963880614266e-05j),(0.000795439324596196+0.0027191802051174177j),(-0.9859293161280619+0.14097497693513728j),(0.02194610506787395+0.06409636447531271j),(0.02194610506787395+0.06409636447531271j),(-0.9859293161280619+0.14097497693513728j),(0.000795439324596196+0.0027191802051174177j),(9.939162921428804e-05+2.4163963880614266e-05j),(0.8670108617480293-0.4932355038596719j),(-0.02194600442079926-0.06408813999602202j),(0.00010024754667793345+2.3000303213594617e-05j),(-0.00012365237544962983+4.0158881549606666e-05j),1.5080517840227348
