,S11,S12,S13,S14,S21,S22,S23,S24,S31,S32,S33,S34,S41,S42,S43,S44,wavelength
69,(0.00026327802756528126-8.130368090855377e-05j),(0.00014869734509921284-0.00028922146422628446j),(-0.03861053590358792+0.09007246020817457j),(-0.2073423846290236+0.9730386169419197j),(0.00014787745028759539-0.0002911163782741012j),(0.00025602202633275386-9.374339053072027e-05j),(-0.5612809498974756+0.819770320360803j),(0.03862466602958156-0.09008111324502943j),(0.03862466602958156-0.09008111324502943j),(-0.5612809498974756+0.819770320360803j),(0.00025602202633275386-9.374339053072027e-05j),(0.00014787745028759539-0.0002911163782741012j),(-0.2073423846290236+0.9730386169419197j),(-0.03861053590358792+0.09007246020817457j),(0.00014869734509921284-0.00028922146422628446j),(0.00026327802756528126-8.130368090855377e-05j),1.5638506876227898
70,(0.00036333271240375747-7.41735414520194e-05j),(0.00025535516281459614-0.00024104676291040073j),(-0.05458666745178675+0.08107927359355296j),(-0.3468379706032245+0.9330282930324811j),(0.0002545645502764087-0.000242909362306736j),(-0.00032898856476921696-0.0008712997042309385j),(-0.7319168233586718+0.6713053135117055j),(0.05459165847512542-0.08109409445064841j),(0.05459165847512542-0.08109409445064841j),(-0.7319168233586718+0.6713053135117055j),(-0.00032898856476921696-0.0008712997042309385j),(0.0002545645502764087-0.000242909362306736j),(-0.3468379706032245+0.9330282930324811j),(-0.05458666745178675+0.08107927359355296j),(0.00025535516281459614-0.00024104676291040073j),(0.00036333271240375747-7.41735414520194e-05j),1.5633387888707038
71,(0.00028585925011019196-2.104803980878159e-05j),(0.0003405473179836729-0.0001529454304104785j),(-0.06843208465010395+0.06930372658300657j),(-0.47817345204965356+0.8727541215764467j),(0.0003398616402709914-0.00015484606951105844j),(-0.0007081062385702537-0.002085863123758069j),(-0.8654387205977689+0.4875568682731822j),(0.06843889095474952-0.06930345282590543j),(0.06843889095474952-0.06930345282590543j),(-0.8654387205977689+0.4875568682731822j),(-0.0007081062385702537-0.002085863123758069j),(0.0003398616402709914-0.00015484606951105844j),(-0.47817345204965356+0.8727541215764467j),(-0.06843208465010395+0.06930372658300657j),(0.0003405473179836729-0.0001529454304104785j),(0.00028585925011019196-2.104803980878159e-05j),1.5628272251308903
72,(0.00032517116254795884+0.00011774607509434916j),(0.00039078628145754326-3.610559497397879e-05j),(-0.07990147334499408+0.05511051552388099j),(-0.6003006085176628+0.7936935361589452j),(0.0003901136999701043-3.804222332903081e-05j),(-0.000556060176448311-0.003283371088914606j),(-0.9534671290931301+0.2793155108799513j),(0.07991988576275388-0.05511625477306088j),(0.07991988576275388-0.05511625477306088j),(-0.9534671290931301+0.2793155108799513j),(-0.000556060176448311-0.003283371088914606j),(0.0003901136999701043-3.804222332903081e-05j),(-0.6003006085176628+0.7936935361589452j),(-0.07990147334499408+0.05511051552388099j),(0.00039078628145754326-3.610559497397879e-05j),(0.00032517116254795884+0.00011774607509434916j),1.5623159960745832
73,(0.0003089222644983457+9.179178175164447e-05j),(0.0003958625393276512+9.447363097544598e-05j),(-0.08850045312802853+0.039209481188454395j),(-0.7092468194125191+0.6986207277298495j),(0.00039526188124346036+9.253347750885161e-05j),(0.0002449843587770868-0.00456949408614272j),(-0.991555629729653+0.0554937965235079j),(0.08850711094516202-0.03921687093056304j),(0.08850711094516202-0.03921687093056304j),(-0.991555629729653+0.0554937965235079j),(0.0002449843587770868-0.00456949408614272j),(0.00039526188124346036+9.253347750885161e-05j),(-0.7092468194125191+0.6986207277298495j),(-0.08850045312802853+0.039209481188454395j),(0.0003958625393276512+9.447363097544598e-05j),(0.0003089222644983457+9.179178175164447e-05j),1.5618051013734469
74,(0.00018812893314876835+0.00018936636177266033j),(0.0003539663055883607+0.00022171318883936503j),(-0.09388314151437073+0.021951963786158806j),(-0.8028777339681471+0.5877800122952554j),(0.0003533855100234721+0.00021970144573029834j),(0.0013652085129443692-0.00552656864225835j),(-0.9789836761328299-0.17074544133729974j),(0.09389415311086553-0.021944935419875324j),(0.09389415311086553-0.021944935419875324j),(-0.9789836761328299-0.17074544133729974j),(0.0013652085129443692-0.00552656864225835j),(0.0003533855100234721+0.00021970144573029834j),(-0.8028777339681471+0.5877800122952554j),(-0.09388314151437073+0.021951963786158806j),(0.0003539663055883607+0.00022171318883936503j),(0.00018812893314876835+0.00018936636177266033j),1.5612945406995753
75,(0.00021185459006272102+0.00023669989618732218j),(0.0002692329845515678+0.0003270901642752658j),(-0.09607454090077712+0.004051050972208748j),(-0.8803426308960013+0.4648963879086916j),(0.0002686698318150792+0.00032508269988544124j),(0.0029881961931294003-0.005891852457617746j),(-0.9143623975845697-0.38778651873830117j),(0.09609278739039495-0.004051666633586664j),(0.09609278739039495-0.004051666633586664j),(-0.9143623975845697-0.38778651873830117j),(0.0029881961931294003-0.005891852457617746j),(0.0002686698318150792+0.00032508269988544124j),(-0.8803426308960013+0.4648963879086916j),(-0.09607454090077712+0.004051050972208748j),(0.0002692329845515678+0.0003270901642752658j),(0.00021185459006272102+0.00023669989618732218j),1.5607843137254904
76,(0.00010140209330833152+0.00017059444770263068j),(0.00015179050257257542+0.0003969296882303273j),(-0.09481395655412515-0.013803353924013672j),(-0.9381896432353243+0.33242195474401515j),(0.00015133015933517564+0.00039482291234588793j),(0.004711834648232188-0.005827395381901027j),(-0.8026237007249171-0.5856863850955183j),(0.09481874176931639+0.0138048550162663j),(0.09481874176931639+0.0138048550162663j),(-0.8026237007249171-0.5856863850955183j),(0.004711834648232188-0.005827395381901027j),(0.00015133015933517564+0.00039482291234588793j),(-0.9381896432353243+0.33242195474401515j),(-0.09481395655412515-0.013803353924013672j),(0.00015179050257257542+0.0003969296882303273j),(0.00010140209330833152+0.00017059444770263068j),1.5602744201241423
77,(1.8644565574521095e-05+0.0002570700986308938j),(1.819787523150718e-05+0.00042157542335559503j),(-0.09026684953233553-0.031172676571724584j),(-0.9765664089246714+0.19200301203939382j),(1.770910567405428e-05+0.0004193727422251463j),(0.006212970264517075-0.004985200693446663j),(-0.6494463132155558-0.7519958484067798j),(0.0902777083295907+0.031185093616442543j),(0.0902777083295907+0.031185093616442543j),(-0.6494463132155558-0.7519958484067798j),(0.006212970264517075-0.004985200693446663j),(1.770910567405428e-05+0.0004193727422251463j),(-0.9765664089246714+0.19200301203939382j),(-0.09026684953233553-0.031172676571724584j),(1.819787523150718e-05+0.00042157542335559503j),(1.8644565574521095e-05+0.0002570700986308938j),1.559764859568909
78,(2.6404332724660537e-05+0.00017948035258965415j),(-0.00011456540198911013+0.00039760859430333374j),(-0.082668776206428-0.04725715618656356j),(-0.9945351586063953+0.04840289032149271j),(-0.00011495900520367818+0.0003954159732864297j),(0.007532644799044095-0.0036333093253348007j),(-0.46131992413767087-0.8796469752856801j),(0.08268239381415221+0.04726118830006284j),(0.08268239381415221+0.04726118830006284j),(-0.46131992413767087-0.8796469752856801j),(0.007532644799044095-0.0036333093253348007j),(-0.00011495900520367818+0.0003954159732864297j),(-0.9945351586063953+0.04840289032149271j),(-0.082668776206428-0.04725715618656356j),(-0.00011456540198911013+0.00039760859430333374j),(2.6404332724660537e-05+0.00017948035258965415j),1.5592556317335944
79,(-0.00011147269232087804+0.00011708355722326313j),(-0.00022872020536326756+0.0003303819401816711j),(-0.0721288092964204-0.06160404698967033j),(-0.9904853917970592-0.09666069902357141j),(-0.00022898311674937242+0.00032800379193495094j),(0.00815684274148078-0.00202391097641405j),(-0.25025311294860103-0.9619332856389782j),(0.07213035836887913+0.0616122162019792j),(0.07213035836887913+0.0616122162019792j),(-0.25025311294860103-0.9619332856389782j),(0.00815684274148078-0.00202391097641405j),(-0.00022898311674937242+0.00032800379193495094j),(-0.9904853917970592-0.09666069902357141j),(-0.0721288092964204-0.06160404698967033j),(-0.00022872020536326756+0.0003303819401816711j),(-0.00011147269232087804+0.00011708355722326313j),1.558746736292428
80,(-9.877223771764714e-05+0.0001313027711113454j),(-0.00030906651967592397+0.00022947013821196326j),(-0.05922585843228377-0.07377297288847205j),(-0.9663110507559948-0.24004256466996926j),(-0.00030934167897493555+0.0002270124093136074j),(0.008166064582565516-0.00011409720019569917j),(-0.02565925638519872-0.9929556918597429j),(0.05923298757383643+0.07378933298417481j),(0.05923298757383643+0.07378933298417481j),(-0.02565925638519872-0.9929556918597429j),(0.008166064582565516-0.00011409720019569917j),(-0.00030934167897493555+0.0002270124093136074j),(-0.9663110507559948-0.24004256466996926j),(-0.05922585843228377-0.07377297288847205j),(-0.00030906651967592397+0.00022947013821196326j),(-9.877223771764714e-05+0.0001313027711113454j),1.5582381729200652
81,(-9.766676435353227e-05-2.103225840083572e-05j),(-0.000347472030109338+0.00011021347004199884j),(-0.04432096601232862-0.0831851084461827j),(-0.9212075242205066-0.37744123881511743j),(-0.000347527240813475+0.00010774690998289822j),(0.007643815281391136+0.0015119391554080507j),(0.20083280644337378-0.9733376680714186j),(0.044327453212572955+0.08319255671146153j),(0.044327453212572955+0.08319255671146153j),(0.20083280644337378-0.9733376680714186j),(0.007643815281391136+0.0015119391554080507j),(-0.000347527240813475+0.00010774690998289822j),(-0.9212075242205066-0.37744123881511743j),(-0.04432096601232862-0.0831851084461827j),(-0.000347472030109338+0.00011021347004199884j),(-9.766676435353227e-05-2.103225840083572e-05j),1.5577299412915853
82,(-0.00016717061797442173-4.2341182364442097e-05j),(-0.0003402526686346355-9.254281313117584e-06j),(-0.027905260906743414-0.08972124888966414j),(-0.8561449197670968-0.5077474262939885j),(-0.00034015127471415834-1.1905546999180592e-05j),(0.006418994547067943+0.002799120214247828j),(0.41572141550971664-0.9025811917507464j),(0.027900807837366856+0.08973289240981963j),(0.027900807837366856+0.08973289240981963j),(0.41572141550971664-0.9025811917507464j),(0.006418994547067943+0.002799120214247828j),(-0.00034015127471415834-1.1905546999180592e-05j),(-0.8561449197670968-0.5077474262939885j),(-0.027905260906743414-0.08972124888966414j),(-0.0003402526686346355-9.254281313117584e-06j),(-0.00016717061797442173-4.2341182364442097e-05j),1.5572220410824913
83,(-5.742398392824923e-05-8.871953262901358e-05j),(-0.0002916553975722844-0.00011323411744281423j),(-0.010724249729713286-0.09306113179317128j),(-0.7737809418516812-0.6269131689461698j),(-0.0002914933338864439-0.00011587960385756614j),(0.005009693516142702+0.0036617842755628524j),(0.6100443704687432-0.7841585582586675j),(0.01072504258504682+0.09307768730334123j),(0.01072504258504682+0.09307768730334123j),(0.6100443704687432-0.7841585582586675j),(0.005009693516142702+0.0036617842755628524j),(-0.0002914933338864439-0.00011587960385756614j),(-0.7737809418516812-0.6269131689461698j),(-0.010724249729713286-0.09306113179317128j),(-0.0002916553975722844-0.00011323411744281423j),(-5.742398392824923e-05-8.871953262901358e-05j),1.5567144719687094
84,(-6.164941370767698e-05-0.000218196970320198j),(-0.00021270964706688363-0.00018707176287171626j),(0.006812234928145887-0.09307361500878843j),(-0.6740601059055178-0.7323753158682668j),(-0.0002122739022108859-0.00018973144202562764j),(0.0034816200940619656+0.003750123927709581j),(0.7722660834840188-0.6259823067154391j),(-0.006813532346866235+0.09308081120064772j),(-0.006813532346866235+0.09308081120064772j),(0.7722660834840188-0.6259823067154391j),(0.0034816200940619656+0.003750123927709581j),(-0.0002122739022108859-0.00018973144202562764j),(-0.6740601059055178-0.7323753158682668j),(0.006812234928145887-0.09307361500878843j),(-0.00021270964706688363-0.00018707176287171626j),(-6.164941370767698e-05-0.000218196970320198j),1.5562072336265884
85,(-1.9642837348524963e-05-0.000170449536878608j),(-0.00011682605854924936-0.00022228123010951126j),(0.023972224747917725-0.08994047051436224j),(-0.5603290033145365-0.8231817985978458j),(-0.0001162458220050069-0.00022507200861374304j),(0.00199657039545478+0.0034244962348503635j),(0.8936020404938678-0.4341020573311104j),(-0.023982869686615872+0.08995065502625692j),(-0.023982869686615872+0.08995065502625692j),(0.8936020404938678-0.4341020573311104j),(0.00199657039545478+0.0034244962348503635j),(-0.0001162458220050069-0.00022507200861374304j),(-0.5603290033145365-0.8231817985978458j),(0.023972224747917725-0.08994047051436224j),(-0.00011682605854924936-0.00022228123010951126j),(-1.9642837348524963e-05-0.000170449536878608j),1.5557003257328992
86,(0.00011390364533521895-0.00023420489795408423j),(-2.1333460001469062e-05-0.00021759109616181153j),(0.040129365999621906-0.08359039276637369j),(-0.43507994737626116-0.8956240889754451j),(-2.0578593485539374e-05-0.00022031666035803485j),(0.0010334614764775816+0.0026442331711280134j),(0.9694679228624352-0.2197862456859074j),(-0.040134033222811956+0.08360371419629849j),(-0.040134033222811956+0.08360371419629849j),(0.9694679228624352-0.2197862456859074j),(0.0010334614764775816+0.0026442331711280134j),(-2.0578593485539374e-05-0.00022031666035803485j),(-0.43507994737626116-0.8956240889754451j),(0.040129365999621906-0.08359039276637369j),(-2.1333460001469062e-05-0.00021759109616181153j),(0.00011390364533521895-0.00023420489795408423j),1.5551937479648326
87,(9.840558632427555e-05-0.00025826370096735757j),(5.8046160909027055e-05-0.00017644058808826405j),(0.05488903412800244-0.07438996793397948j),(-0.2996485690090434-0.9493431314239845j),(5.9096974662195195e-05-0.00017918090933361123j),(0.00038888090577268546+0.001526373963770427j),(0.9937971408568771+0.005403268877758529j),(-0.05489589829530896+0.07439326808877865j),(-0.05489589829530896+0.07439326808877865j),(0.9937971408568771+0.005403268877758529j),(0.00038888090577268546+0.001526373963770427j),(5.9096974662195195e-05-0.00017918090933361123j),(-0.2996485690090434-0.9493431314239845j),(0.05488903412800244-0.07438996793397948j),(5.8046160909027055e-05-0.00017644058808826405j),(9.840558632427555e-05-0.00025826370096735757j),1.5546875
88,(0.00020868919268154064-0.0001648450292273748j),(0.00010968171605000202-0.00010992754625606696j),(0.06753621755392657-0.06270523715237243j),(-0.15867364634490705-0.9832879875738321j),(0.00011088226116246385-0.00011265272036678931j),(0.00025457359319959265+0.0005747565379696163j),(0.9664549376294324+0.2314350998509686j),(-0.06755136106885444+0.06271160591229115j),(-0.06755136106885444+0.06271160591229115j),(0.9664549376294324+0.2314350998509686j),(0.00025457359319959265+0.0005747565379696163j),(0.00011088226116246385-0.00011265272036678931j),(-0.15867364634490705-0.9832879875738321j),(0.06753621755392657-0.06270523715237243j),(0.00010968171605000202-0.00010992754625606696j),(0.00020868919268154064-0.0001648450292273748j),1.5541815815164335
89,(0.00028753775571424897-0.00021083289307873007j),(0.000125344240951247-3.229173925806092e-05j),(0.07777294166030747-0.048791466954909504j),(-0.014005659979043685-0.9954211576025059j),(0.00012679661695851722-3.4881511608586117e-05j),(0.0006359805014526994-0.0003314277976872626j),(0.8892606764010103+0.44453227165100734j),(-0.07778102451022915+0.04879925996368412j),(-0.07778102451022915+0.04879925996368412j),(0.8892606764010103+0.44453227165100734j),(0.0006359805014526994-0.0003314277976872626j),(0.00012679661695851722-3.4881511608586117e-05j),(-0.014005659979043685-0.9954211576025059j),(0.07777294166030747-0.048791466954909504j),(0.000125344240951247-3.229173925806092e-05j),(0.00028753775571424897-0.00021083289307873007j),1.5536759921925831
90,(0.00025581925020299066-0.00011417615039044879j),(0.00010502251897102966+4.1490652394152485e-05j),(0.08528410054185347-0.03336501715405322j),(0.13140436837834876-0.987197321874324j),(0.00010669188840941252+3.893646501984752e-05j),(0.00109733620695806-0.0008824276218553588j),(0.7645902653221119+0.6346328258006394j),(-0.08529405719846574+0.033361823503323j),(-0.08529405719846574+0.033361823503323j),(0.7645902653221119+0.6346328258006394j),(0.00109733620695806-0.0008824276218553588j),(0.00010669188840941252+3.893646501984752e-05j),(0.13140436837834876-0.987197321874324j),(0.08528410054185347-0.03336501715405322j),(0.00010502251897102966+4.1490652394152485e-05j),(0.00025581925020299066-0.00011417615039044879j),1.5531707317073173
91,(0.0003649046665524818-2.808510192923025e-05j),(5.433050538700371e-05+9.576580481951073e-05j),(0.08964788020949734-0.01683998744982585j),(0.2731612383588432-0.9576782432137416j),(5.6136045976468956e-05+9.339732520975623e-05j),(0.0017660801054310967-0.0009408503680669776j),(0.6008051528433228+0.792183493435337j),(-0.08966484278872777+0.01684058935701269j),(-0.08966484278872777+0.01684058935701269j),(0.6008051528433228+0.792183493435337j),(0.0017660801054310967-0.0009408503680669776j),(5.6136045976468956e-05+9.339732520975623e-05j),(0.2731612383588432-0.9576782432137416j),(0.08964788020949734-0.01683998744982585j),(5.433050538700371e-05+9.576580481951073e-05j),(0.0003649046665524818-2.808510192923025e-05j),1.5526657997399222
92,(0.00032771708358732087-3.709338640168217e-05j),(-1.6489272337153955e-05+0.00012033046150475769j),(0.09095504404381745+0.00023081525747335654j),(0.4099303896877687-0.9073405597175468j),(-1.4449472435275139e-05+0.00011812023326539035j),(0.0022834300339994013-0.0008310790365413459j),(0.4054130616704213+0.9074080247679186j),(-0.09096248935221475-0.00023006959575280712j),(-0.09096248935221475-0.00023006959575280712j),(0.4054130616704213+0.9074080247679186j),(0.0022834300339994013-0.0008310790365413459j),(-1.4449472435275139e-05+0.00011812023326539035j),(0.4099303896877687-0.9073405597175468j),(0.09095504404381745+0.00023081525747335654j),(-1.6489272337153955e-05+0.00012033046150475769j),(0.00032771708358732087-3.709338640168217e-05j),1.552161195970101
93,(0.0002870676681564911+0.00010760222664829137j),(-9.186411011659344e-05+0.00010964134294116185j),(0.08904348888291443+0.01706173473017406j),(0.5377270196869556-0.8385324538816666j),(-8.97494547982324e-05+0.00010752193944345062j),(0.002416228979510042-0.0003557478405714081j),(0.18829801415065495+0.9760556268300873j),(-0.08905321256051965-0.01707303835236656j),(-0.08905321256051965-0.01707303835236656j),(0.18829801415065495+0.9760556268300873j),(0.002416228979510042-0.0003557478405714081j),(-8.97494547982324e-05+0.00010752193944345062j),(0.5377270196869556-0.8385324538816666j),(0.08904348888291443+0.01706173473017406j),(-9.186411011659344e-05+0.00010964134294116185j),(0.0002870676681564911+0.00010760222664829137j),1.5516569200779728
94,(0.00035774233513027355+0.0001242041206239493j),(-0.00015708973903749454+6.374421664832769e-05j),(0.08396120463710184+0.033295253996454645j),(0.6536503056563914-0.7510434375152187j),(-0.00015485498462301553+6.188227705919095e-05j),(0.002376957665889493+0.0001436536321238553j),(-0.03776843693620343+0.9934715774751576j),(-0.08397335957501155-0.03329977649872063j),(-0.08397335957501155-0.03329977649872063j),(-0.03776843693620343+0.9934715774751576j),(0.002376957665889493+0.0001436536321238553j),(-0.00015485498462301553+6.188227705919095e-05j),(0.6536503056563914-0.7510434375152187j),(0.08396120463710184+0.033295253996454645j),(-0.00015708973903749454+6.374421664832769e-05j),(0.00035774233513027355+0.0001242041206239493j),1.5511529717440729
95,(0.00020459199886041444+0.00018065146190119095j),(-0.00019830572629074377-9.191891577723727e-06j),(0.07609989505077623+0.048233926493737686j),(0.7565062186674458-0.6478628132297015j),(-0.00019588626958432534-1.0925841820993354e-05j),(0.0018658031808897293+0.0003899035622070441j),(-0.2627191589403208+0.9585084582712932j),(-0.07610280518744984-0.048236975977125285j),(-0.07610280518744984-0.048236975977125285j),(-0.2627191589403208+0.9585084582712932j),(0.0018658031808897293+0.0003899035622070441j),(-0.00019588626958432534-1.0925841820993354e-05j),(0.7565062186674458-0.6478628132297015j),(0.07609989505077623+0.048233926493737686j),(-0.00019830572629074377-9.191891577723727e-06j),(0.00020459199886041444+0.00018065146190119095j),1.5506493506493506
96,(0.000177788892397546+0.00027241471432289143j),(-0.0002047644150710938-9.779126758200239e-05j),(0.06551951974727355+0.06131516081034288j),(0.8425157876609342-0.5312305262798589j),(-0.0002023663077034451-9.936291203592568e-05j),(0.0011531903502003062+0.0005069846785601472j),(-0.47368015332976154+0.8743309346673389j),(-0.06552619725791611-0.061330110483060606j),(-0.06552619725791611-0.061330110483060606j),(-0.47368015332976154+0.8743309346673389j),(0.0011531903502003062+0.0005069846785601472j),(-0.0002023663077034451-9.936291203592568e-05j),(0.8425157876609342-0.5312305262798589j),(0.06551951974727355+0.06131516081034288j),(-0.0002047644150710938-9.779126758200239e-05j),(0.000177788892397546+0.00027241471432289143j),1.5501460564751706
97,(0.00012552826900416323+0.0001984026183347947j),(-0.00017337200007095418-0.00018687213933604263j),(0.052734461525666854+0.0722950610129125j),(0.910833777859124-0.40244598795173975j),(-0.00017088323989490842-0.00018816698823310884j),(0.0005015562832138365+8.156263749160131e-05j),(-0.6594934128177392+0.7435643032122281j),(-0.05274433243622629-0.07230121210767823j),(-0.05274433243622629-0.07230121210767823j),(-0.6594934128177392+0.7435643032122281j),(0.0005015562832138365+8.156263749160131e-05j),(-0.00017088323989490842-0.00018816698823310884j),(0.910833777859124-0.40244598795173975j),(0.052734461525666854+0.0722950610129125j),(-0.00017337200007095418-0.00018687213933604263j),(0.00012552826900416323+0.0001984026183347947j),1.5496430889033097
98,(-1.6395119246407282e-05+0.00022795208903266312j),(-0.00010564066810531953-0.00025976976213556866j),(0.03826403806013869+0.0805694687223045j),(0.9601322355179888-0.26582053024707836j),(-0.00010307474469043465-0.00026097480382207766j),(-0.0001704258632388666-0.0007306970276987116j),(-0.8117503786323759+0.5742368728848968j),(-0.038260541971609-0.08057810135294369j),(-0.038260541971609-0.08057810135294369j),(-0.8117503786323759+0.5742368728848968j),(-0.0001704258632388666-0.0007306970276987116j),(-0.00010307474469043465-0.00026097480382207766j),(0.9601322355179888-0.26582053024707836j),(0.03826403806013869+0.0805694687223045j),(-0.00010564066810531953-0.00025976976213556866j),(-1.6395119246407282e-05+0.00022795208903266312j),1.549140447615959
99,(9.99157987823121e-07+0.00021408188250138073j),(-9.875923024739365e-06-0.0003038236568472946j),(0.022417217331699404+0.08598475106833303j),(0.9881678655346815-0.12324354026494948j),(-7.383056469293525e-06-0.00030483594836936464j),(-0.00035381439637212315-0.0017497024070094384j),(-0.9206547121880624+0.3752384206096395j),(-0.02241974115304432-0.0860020199689998j),(-0.02241974115304432-0.0860020199689998j),(-0.9206547121880624+0.3752384206096395j),(-0.00035381439637212315-0.0017497024070094384j),(-7.383056469293525e-06-0.00030483594836936464j),(0.9881678655346815-0.12324354026494948j),(0.022417217331699404+0.08598475106833303j),(-9.875923024739365e-06-0.0003038236568472946j),(9.99157987823121e-07+0.00021408188250138073j),1.54863813229572
100,(-3.8224531690041135e-05+0.00022293790202228045j),(1.0517428167525294e-05-0.000307867819318072j),(0.01932432865393399+0.08666793946010329j),(0.9913663558786497-0.09565117602142052j),(1.3032887537409421e-05-0.0003088768225995476j),(-0.0003823607464112905-0.001993880715368592j),(-0.9364516464427827+0.3344715350120175j),(-0.01932141124236231-0.08668478418296002j),(-0.01932141124236231-0.08668478418296002j),(-0.9364516464427827+0.3344715350120175j),(-0.0003823607464112905-0.001993880715368592j),(1.3032887537409421e-05-0.0003088768225995476j),(0.9913663558786497-0.09565117602142052j),(0.01932432865393399+0.08666793946010329j),(1.0517428167525294e-05-0.000307867819318072j),(-3.8224531690041135e-05+0.00022293790202228045j),1.5485419509692908
101,(-0.00011371100337202707+0.00011801764898090727j),(7.827841420927083e-05-0.00031110059391116593j),(0.00919247227146675+0.08820716772087625j),(0.9962520000948722-0.005648630974702994j),(8.086354416499788e-05-0.00031195640751870124j),(-0.00019822329925255834-0.0028610799177805238j),(-0.9742313318662563+0.19859348845896466j),(-0.00919036905300569-0.08821150499589278j),(-0.00919036905300569-0.08821150499589278j),(-0.9742313318662563+0.19859348845896466j),(-0.00019822329925255834-0.0028610799177805238j),(8.086354416499788e-05-0.00031195640751870124j),(0.9962520000948722-0.005648630974702994j),(0.00919247227146675+0.08820716772087625j),(7.827841420927083e-05-0.00031110059391116593j),(-0.00011371100337202707+0.00011801764898090727j),1.5482322735468392
102,(-9.37629751172625e-05+9.015101033974253e-05j),(9.974401586985423e-05-0.00030893460133907274j),(0.005987272644195351+0.08843656002755985j),(0.9958915199995899+0.022353180386380154j),(0.00010230854846165947-0.0003097364172570928j),(-7.116217938764078e-05-0.0030898782155160272j),(-0.9817981012696255+0.15563949096033658j),(-0.005989671875250329-0.08844213457831601j),(-0.005989671875250329-0.08844213457831601j),(-0.9817981012696255+0.15563949096033658j),(-7.116217938764078e-05-0.0030898782155160272j),(0.00010230854846165947-0.0003097364172570928j),(0.9958915199995899+0.022353180386380154j),(0.005987272644195351+0.08843656002755985j),(9.974401586985423e-05-0.00030893460133907274j),(-9.37629751172625e-05+9.015101033974253e-05j),1.548136142625608
103,(-0.00014794233241556982+0.00010407792126610224j),(0.00020816852525480992-0.00027144742825608415j),(-0.010556284225264443+0.08764631403650791j),(0.9821002181139548+0.16670422421109124j),(0.0002107157199217082-0.00027216293764176913j),(0.0006364714308331982-0.004211606675610143j),(-0.9919723788706707-0.07116010997834092j),(0.010566867528296633-0.08765645874698916j),(0.010566867528296633-0.08765645874698916j),(-0.9919723788706707-0.07116010997834092j),(0.0006364714308331982-0.004211606675610143j),(0.0002107157199217082-0.00027216293764176913j),(0.9821002181139548+0.16670422421109124j),(-0.010556284225264443+0.08764631403650791j),(0.00020816852525480992-0.00027144742825608415j),(-0.00014794233241556982+0.00010407792126610224j),1.5476344782890472
104,(-9.123548848173002e-05-2.433768461115428e-05j),(0.0002984042932795155-0.0001952872997299605j),(-0.026708519911338647+0.08388571099128414j),(0.9469984407284655+0.30828725019081665j),(0.0003009020747535765-0.00019582274238046034j),(0.0020052119835637905-0.005041132282736723j),(-0.9492356273989607-0.2946784571467547j),(0.02671168969066205-0.08390027684085374j),(0.02671168969066205-0.08390027684085374j),(-0.9492356273989607-0.2946784571467547j),(0.0020052119835637905-0.005041132282736723j),(0.0003009020747535765-0.00019582274238046034j),(0.9469984407284655+0.30828725019081665j),(-0.026708519911338647+0.08388571099128414j),(0.0002984042932795155-0.0001952872997299605j),(-9.123548848173002e-05-2.433768461115428e-05j),1.5471331389698737
105,(-0.00011911331439064069-0.00010881040841877643j),(0.0003562940054500893-8.872382852501952e-05j),(-0.04169485787358032+0.07720539132927079j),(0.892444358571112+0.4429809643115843j),(0.00035881340448519716-8.914228517822512e-05j),(0.0035691020338293866-0.005477825161666963j),(-0.8578298845322291-0.5032312903132395j),(0.04169852285846995-0.07720375137372187j),(0.04169852285846995-0.07720375137372187j),(-0.8578298845322291-0.5032312903132395j),(0.0035691020338293866-0.005477825161666963j),(0.00035881340448519716-8.914228517822512e-05j),(0.892444358571112+0.4429809643115843j),(-0.04169485787358032+0.07720539132927079j),(0.0003562940054500893-8.872382852501952e-05j),(-0.00011911331439064069-0.00010881040841877643j),1.5466321243523318
106,(-7.752208299463643e-05-7.128909086112354e-05j),(0.0003732418849416349+3.358983277178623e-05j),(-0.055213240522693274+0.06777687755334412j),(0.8181557929905441+0.5679125729266873j),(0.0003757175616544706+3.3275309347896734e-05j),(0.005259644528524879-0.005115659989078155j),(-0.7210937157877766-0.6844032250994716j),(0.05522599303787863-0.06778596870155347j),(0.05522599303787863-0.06778596870155347j),(-0.7210937157877766-0.6844032250994716j),(0.005259644528524879-0.005115659989078155j),(0.0003757175616544706+3.3275309347896734e-05j),(0.8181557929905441+0.5679125729266873j),(-0.055213240522693274+0.06777687755334412j),(0.0003732418849416349+3.358983277178623e-05j),(-7.752208299463643e-05-7.128909086112354e-05j),1.5461314341210748
107,(-5.2360254533354854e-06-0.00021464325804516622j),(0.0003449692411546193+0.00015487848312708703j),(-0.06670800095848284+0.05615573871261743j),(0.7266497672267443+0.6815461618036796j),(0.0003474564620246788+0.0001547258482923563j),(0.0069138334020667725-0.004255717497761495j),(-0.5460966122494842-0.8308148743677795j),(0.0667108078884154-0.05616488596693596j),(0.0667108078884154-0.05616488596693596j),(-0.5460966122494842-0.8308148743677795j),(0.0069138334020667725-0.004255717497761495j),(0.0003474564620246788+0.0001547258482923563j),(0.7266497672267443+0.6815461618036796j),(-0.06670800095848284+0.05615573871261743j),(0.0003449692411546193+0.00015487848312708703j),(-5.2360254533354854e-06-0.00021464325804516622j),1.5456310679611651
